1.1 110.8407240 -73.4510787 0.100 0.100 0 1.449 0.0 
1.2 110.8429489 -73.4548399 0.100 0.100 0 1.449 0.0 
1.3 110.8389887 -73.4587844 0.100 0.100 0 1.449 0.0 
2.1 110.8387288 -73.4510508 0.100 0.100 0 1.3779 0.0 
2.2 110.8407771 -73.4552122 0.100 0.100 0 1.3779 0.0 
2.3 110.8364983 -73.4588136 0.100 0.100 0 1.3779 0.0 
3.1 110.8305036 -73.4486312 0.100 0.100 0 1.9914 0.0 
3.2 110.8319988 -73.4552022 0.100 0.100 0 1.9914 0.0 
3.3 110.8254393 -73.4597767 0.100 0.100 0 1.9914 0.0 
3.4 110.8233893 -73.4548350 0.100 0.100 0 1.9914 0.0 
4.1 110.8069982 -73.4584308 0.100 0.100 0 0.0 0.0 
4.2 110.8052367 -73.4546325 0.100 0.100 0 0.0 0.0 
4.3 110.8132881 -73.4487869 0.100 0.100 0 0.0 0.0 
5.1 110.8238908 -73.4518820 0.100 0.100 0 1.425 0.0 
5.2 110.8223529 -73.4527831 0.100 0.100 0 1.425 0.0 
5.3 110.8209254 -73.4602058 0.100 0.100 0 1.425 0.0 
6.1 110.8358540 -73.4518199 0.100 0.100 0 0.0 0.0 
6.2 110.8367611 -73.4530868 0.100 0.100 0 0.0 0.0 
6.3 110.8303933 -73.4608436 0.100 0.100 0 0.0 0.0 
7.1 110.7947604 -73.4490975 0.100 0.100 0 5.17 0.0 
7.2 110.7954442 -73.4487211 0.100 0.100 0 5.17 0.0 
7.3 110.7996039 -73.4470866 0.100 0.100 0 5.17 0.0 
8.1 110.8023784 -73.4602055 0.100 0.100 0 0.0 0.0 
8.2 110.7995598 -73.4553501 0.100 0.100 0 0.0 0.0 
9.1 110.8050637 -73.4589656 0.100 0.100 0 0.0 0.0 
9.2 110.8028896 -73.4549564 0.100 0.100 0 0.0 0.0 
10.1 110.8235289 -73.4517392 0.100 0.100 0 0.0 0.0 
10.2 110.8216192 -73.4528243 0.100 0.100 0 0.0 0.0 
10.3 110.8205119 -73.4601152 0.100 0.100 0 0.0 0.0 
11.1 110.8107306 -73.4569574 0.100 0.100 0 0.0 0.0 
11.2 110.8101464 -73.4561599 0.100 0.100 0 0.0 0.0 
12.1 110.8221364 -73.4491504 0.100 0.100 0 0.0 0.0 
12.2 110.8146179 -73.4544119 0.100 0.100 0 0.0 0.0 
12.3 110.8173093 -73.4593170 0.100 0.100 0 0.0 0.0 
13.1 110.8297224 -73.4489907 0.100 0.100 0 0.0 0.0 
13.2 110.8219150 -73.4542067 0.100 0.100 0 0.0 0.0 
13.3 110.8231150 -73.4617081 0.100 0.100 0 0.0 0.0 
13.4 110.8324286 -73.4544642 0.100 0.100 0 0.0 0.0 
15.1 110.8193895 -73.4487436 0.100 0.100 0 0.0 0.0 
15.2 110.8113813 -73.4546235 0.100 0.100 0 0.0 0.0 
15.3 110.8139705 -73.4590522 0.100 0.100 0 0.0 0.0 
16.1 110.8206200 -73.4527181 0.100 0.100 0 0.0 0.0 
16.2 110.8205250 -73.4528156 0.100 0.100 0 0.0 0.0 
17.1 110.8239479 -73.4575528 0.100 0.100 0 0.0 0.0 
17.2 110.8231354 -73.4558083 0.100 0.100 0 0.0 0.0 
17.3 110.8297769 -73.4474619 0.100 0.100 0 0.0 0.0 
18.1 110.8216711 -73.4506362 0.100 0.100 0 0.0 0.0 
18.2 110.8167450 -73.4537968 0.100 0.100 0 0.0 0.0 
18.3 110.8179340 -73.4590101 0.100 0.100 0 0.0 0.0 
19.1 110.8208804 -73.4507461 0.100 0.100 0 0.0 0.0 
19.2 110.8164058 -73.4535733 0.100 0.100 0 0.0 0.0 
19.3 110.8173046 -73.4589942 0.100 0.100 0 0.0 0.0 
21.1 110.8168354 -73.4485770 0.100 0.100 0 0.0 0.0 
21.2 110.8086654 -73.4541442 0.100 0.100 0 0.0 0.0 
21.3 110.8115827 -73.4596446 0.100 0.100 0 0.0 0.0 
25.1 110.7927038 -73.4484814 0.100 0.100 0 0.0 0.0 
25.2 110.7936842 -73.4482439 0.100 0.100 0 0.0 0.0 
25.3 110.7964129 -73.4469406 0.100 0.100 0 0.0 0.0 
26.1 110.7917089 -73.4566332 0.100 0.100 0 0.0 0.0 
26.2 110.7914913 -73.4558973 0.100 0.100 0 0.0 0.0 
